ID RA Dec RAHost DecHost zHost NormSep TDR zSource zSN tpk e_tpk x1 e_x1 c e_c mB e_mB logM e_logM distcorr PIa_PSNID PIa_NN PIa_Fitprob PIa_Galsnid
psc160066 12:26:21.156 +46:35:45.32 12:26:21.612 +46:35:43.40 0.21169 18.635 4.15 WIYN/Hydra 0.53 55717.0 0.2 2.654 0.8935 -0.0431 0.0529 22.9922 0.0591 9.21 58.024 0.064 1.0 1.0 1.0 1.0
psc160070 16:12:46.179 +54:52:25.40 16:12:46.358 +54:52:25.91 0.35894 2.253 13.04 MMT 0.36 55712.5 0.6 1.1392 0.3483 -0.0557 0.0314 21.8684 0.0339 11.119 0.008 0.021 1.0 1.0 1.0 1.0
psc160099 14:18:40.106 +54:10:58.98 14:18:39.340 +54:10:55.69 -999 -999 -999 -999 0.1 55701.1 0.4 0.6287 0.1107 -0.0111 0.0278 18.9248 0.0399 8.439 54.042 -0.008 1.0 1.0 1.0 1.0
psc160126 10:53:08.048 +57:12:04.54 10:53:07.970 +57:12:04.57 0.36007 1.440 9.58 MMT 0.37 55710.7 0.2 -0.577 0.7083 0.0094 0.0432 21.8658 0.0467 10.914 0.268 0.021 1.0 1.0 1.0 1.0
psc160197 16:06:28.181 +53:52:18.49 16:06:28.176 +53:52:16.31 0.35362 3.005 5.34 MMT 0.36 55711.6 0.5 -0.2003 0.3469 -0.0161 0.0386 22.0414 0.0406 10.158 0.087 0.02 1.0 1.0 1.0 1.0
psc160198 16:11:37.150 +53:58:12.95 16:11:37.153 +53:58:13.24 -999 -999 -999 -999 0.35 55718.0 0.3 0.2451 0.295 -0.0825 0.0326 21.7392 0.0444 9.881 0.716 0.02 1.0 1.0 1.0 1.0
psc160200 16:10:25.815 +54:08:58.46 16:10:25.775 +54:08:59.68 0.42351 2.136 7.34 MMT 0.423 55711.3 1.4 -0.1721 0.9002 0.1692 0.0858 22.8718 0.0775 10.867 0.15 0.034 1.0 1.0 1.0 1.0
psc160214 14:15:17.287 +54:17:56.14 14:15:17.466 +54:17:55.88 -999 -999 -999 -999 0.63 55719.2 0.7 -1.4472 0.6215 -0.1102 0.0535 22.9198 0.0629 11.089 0.434 0.094 1.0 1.0 1.0 1.0
psc170078 12:24:43.959 +47:40:05.32 12:24:43.943 +47:40:06.07 -999 -999 -999 -999 0.32 55727.6 0.6 -1.1135 0.5264 -0.0902 0.0431 21.8814 0.053 10.054 0.362 0.015 1.0 1.0 1.0 1.0
psc170428 16:14:28.432 +54:00:10.87 16:14:28.493 +54:00:09.05 -999 -999 -999 -999 0.3 55738.0 0.5 -0.9966 0.2281 -0.008 0.0301 21.8144 0.0429 9.683 0.492 0.013 1.0 1.0 1.0 1.0
psc180166 16:11:22.236 +55:03:51.12 16:11:22.014 +55:03:50.23 0.14753 2.410 14.56 MMT 0.147 55763.9 0.1 0.5936 0.1025 0.0526 0.025 19.9036 0.0302 10.88 0.092 -0.0 1.0 1.0 1.0 1.0
psc180313 16:17:16.520 +55:22:45.98 00:36:00.001 -99:00:00.00 -999 -999 -999 -999 0.51 55773.8 0.5 0.4154 0.4147 -0.0381 0.0344 22.6176 0.0785 -999.0 -999.0 0.058 1.0 1.0 1.0 1.0
psc180561 22:17:50.987 +01:28:06.39 22:17:50.963 +01:28:06.42 -999 -999 -999 -999 0.23 55784.1 0.2 0.0268 0.2107 0.1467 0.0314 21.4313 0.0431 8.444 0.42 0.009 1.0 1.0 1.0 1.0
psc190209 22:12:19.672 +01:02:09.41 22:12:19.633 +01:02:10.52 0.36687 1.043 16.41 MMT 0.37 55794.9 0.4 0.4229 0.328 -0.0676 0.0332 21.7008 0.0439 11.705 0.234 0.022 1.0 1.0 1.0 1.0
psc190230 22:15:44.873 +00:25:21.14 22:15:45.076 +00:25:22.28 -999 -999 -999 -999 0.14 55799.9 0.1 -1.4057 0.1252 -0.0641 0.0273 19.8142 0.0406 10.874 0.028 -0.001 1.0 1.0 1.0 1.0
psc190260 22:15:52.036 -00:49:30.57 22:15:52.051 -00:49:31.72 0.14359 0.511 9.76 MMT 0.145 55810.7 0.1 0.9666 0.1129 -0.0415 0.0299 19.5783 0.061 10.833 0.046 -0.0 1.0 1.0 1.0 1.0
psc190340 22:16:32.266 +00:28:23.86 22:16:32.378 +00:28:24.58 -999 1.716 -99.0 SDSS 0.14 55815.3 0.1 0.5095 0.0755 -0.0557 0.0257 19.5217 0.0421 10.748 0.066 -0.001 1.0 1.0 1.0 1.0
psc300105 23:26:50.473 -00:43:48.21 23:26:50.540 -00:43:49.49 0.09187 1.556 15.52 MMT 0.093 55784.7 0.1 0.3139 0.0763 0.0769 0.0263 19.1689 0.0379 9.866 0.063 -0.011 1.0 1.0 1.0 1.0
psc310039 02:24:51.734 -03:20:41.17 02:24:51.709 -03:20:41.14 0.17172 1.058 16.92 MMT 0.173 55823.3 0.1 -0.2744 0.1214 0.0301 0.0264 20.3696 0.0336 9.953 0.068 0.003 1.0 1.0 1.0 1.0
psc310042 23:25:48.259 -01:43:23.59 23:25:48.299 -01:43:24.27 -999 -999 -999 -999 0.24 55810.4 1.6 1.3603 0.7633 -0.0509 0.1399 20.862 0.2121 11.645 58.712 0.01 1.0 1.0 1.0 1.0
psc310051 23:33:38.790 -00:33:08.92 23:33:38.787 -00:33:08.77 0.27088 0.827 11.45 MMT 0.272 55820.0 0.2 -0.3519 0.2773 0.1114 0.0318 21.5594 0.0441 10.435 0.156 0.011 1.0 1.0 1.0 1.0
psc310058 23:33:00.080 +00:21:41.04 23:32:59.980 +00:21:40.63 -999 -999 -999 -999 0.43 55820.5 0.4 -0.151 0.4088 0.0075 0.0375 22.4847 0.0449 10.297 0.306 0.035 1.0 1.0 1.0 1.0
psc310073 03:33:47.259 -28:54:47.53 03:33:47.572 -28:54:47.82 -999 -999 -999 -999 0.15 55805.2 0.0 0.4926 0.2152 -0.2065 0.0318 19.6522 0.0493 9.492 1.124 0.0 1.0 1.0 1.0 1.0
psc310090 23:25:14.006 -00:36:18.39 23:25:14.123 -00:36:20.17 0.34727 3.036 11.33 MMT 0.345 55818.9 0.5 -1.33 0.58 -0.0339 0.0873 22.2037 0.081 11.639 0.042 0.019 1.0 1.0 1.0 1.0
psc310091 23:32:30.333 -00:06:16.75 23:32:30.322 -00:06:16.67 0.50734 2.258 5.62 MMT 0.509 55821.0 0.5 -0.2571 0.4616 -0.0906 0.0425 22.7252 0.0517 9.066 1.032 0.057 1.0 1.0 1.0 1.0
psc310146 03:29:56.778 -28:44:30.94 03:29:56.761 -28:44:31.02 -999 -999 -999 -999 0.477 55837.3 0.0 0.8003 0.4396 -0.1097 0.0372 22.2555 0.0478 8.437 0.149 0.05 1.0 1.0 1.0 1.0
psc310161 23:31:51.816 -00:39:37.60 23:31:51.826 -00:39:37.93 0.25218 0.261 5.62 MMT 0.254 55839.2 0.2 0.1048 0.1716 -0.0255 0.0262 21.1275 0.0363 9.577 0.208 0.01 1.0 1.0 1.0 1.0
psc310188 02:21:06.632 -04:31:10.71 02:21:06.788 -04:31:14.52 0.31822 5.318 9.45 MMT 0.32 55825.1 0.3 -0.2074 0.2373 -0.0576 0.0309 21.7306 0.0381 11.264 0.045 0.014 1.0 1.0 1.0 1.0
psc310238 02:22:06.429 -03:13:59.84 02:22:06.396 -03:13:58.88 0.28302 2.766 12.93 MMT 0.284 55838.9 0.2 -0.2697 0.1624 -0.0697 0.0265 21.1722 0.0339 9.906 0.156 0.012 1.0 1.0 1.0 1.0
psc310260 02:24:40.539 -05:06:15.51 02:24:40.731 -05:06:21.63 -999 -999 -999 -999 0.51 55828.6 0.8 0.0254 0.5585 -0.0535 0.0483 22.7161 0.0451 10.907 55.266 0.061 1.0 1.0 1.0 1.0
psc310574 23:31:56.623 +00:32:10.58 23:31:56.624 +00:32:10.56 0.23763 0.777 4.95 MMT 0.238 55841.1 0.1 -0.3161 0.1612 -0.0076 0.031 21.0055 0.0392 10.234 0.143 0.009 1.0 1.0 1.0 1.0
psc320099 02:24:16.200 -03:54:57.68 02:24:16.144 -03:55:00.57 -999 -999 -999 -999 0.381 55846.3 0.3 0.5836 0.3359 -0.043 0.0368 21.9154 0.0473 10.468 0.292 0.025 1.0 1.0 1.0 1.0
psc320258 02:18:59.519 -04:52:50.66 02:18:59.522 -04:52:50.66 0.34119 0.545 8.67 MMT 0.342 55854.3 0.4 -1.9398 0.3934 -0.0427 0.0429 21.8796 0.0458 10.956 0.166 0.018 1.0 1.0 1.0 1.0
psc320469 02:17:40.394 -04:50:13.50 02:17:40.674 -04:50:15.81 -999 -999 -999 -999 0.38 55869.5 0.4 1.5244 0.7994 0.0512 0.133 22.0593 0.1797 10.768 0.236 0.023 1.0 1.0 1.0 1.0
psc330022 02:21:17.780 -02:56:56.85 02:21:17.753 -02:56:56.70 0.26411 1.339 8.05 MMT 0.265 55870.2 0.2 -1.2508 0.2739 0.0149 0.0431 21.2356 0.0605 10.979 0.049 0.011 1.0 1.0 1.0 1.0
psc330083 08:37:58.945 +43:17:51.64 08:37:58.972 +43:17:51.22 0.14020 0.586 4.07 MMT 0.22 55888.2 0.3 0.0402 0.3191 -0.072 0.0269 20.5732 0.0321 9.14 0.427 0.009 1.0 1.0 1.0 1.0
psc330089 02:24:45.665 -04:49:19.70 02:24:45.625 -04:49:20.54 0.34898 2.578 10.51 MMT 0.35 55890.6 0.6 0.6555 0.5292 0.037 0.0375 22.114 0.0459 9.651 0.214 0.02 1.0 1.0 1.0 1.0
psc330128 02:27:17.477 -03:49:16.73 02:27:17.445 -03:49:15.88 0.32116 1.947 21.16 MMT 0.322 55890.2 0.5 0.4004 0.3906 -0.0792 0.0313 21.4144 0.0378 10.812 0.138 0.015 1.0 1.0 1.0 1.0
psc330146 02:26:52.243 -03:07:13.98 02:26:52.255 -03:07:13.70 -999 -999 -999 -999 0.14 55892.9 0.2 -2.0171 0.3381 0.0073 0.0324 20.0943 0.039 10.745 0.03 -0.002 1.0 1.0 1.0 1.0
psc340229 02:23:30.962 -02:51:37.60 02:23:31.006 -02:51:38.16 -999 -999 -999 -999 0.14 55919.1 0.2 -1.4147 0.7823 0.0041 0.084 20.0333 0.127 10.394 0.048 -0.001 1.0 1.0 1.0 1.0
psc340334 10:53:03.134 +57:48:22.94 00:36:00.001 -99:00:00.00 -999 -999 -999 -999 0.3 55913.4 1.2 -0.3321 0.5014 -0.0948 0.045 21.6943 0.0565 -999.0 -999.0 0.013 1.0 1.0 1.0 1.0
psc350027 10:52:28.619 +57:48:25.91 10:52:28.282 +57:48:27.11 -999 -999 -999 -999 0.31 55941.3 0.3 -0.463 0.3042 0.0383 0.0401 21.8045 0.0567 11.095 0.007 0.013 1.0 1.0 1.0 1.0
psc350047 10:53:02.874 +58:08:10.84 10:53:02.845 +58:08:11.79 0.23398 1.622 26.57 MMT 0.233 55935.7 0.4 -2.3894 0.4146 -0.1233 0.0584 21.2015 0.0746 10.491 0.124 0.009 1.0 1.0 1.0 1.0
psc350050 10:44:19.122 +58:04:34.29 10:44:19.224 +58:04:31.40 0.40408 3.826 17.16 MMT 0.404 55923.2 0.5 -0.2955 0.4254 0.0018 0.037 22.0394 0.0542 10.504 0.182 0.029 1.0 1.0 1.0 1.0
psc350078 08:42:39.034 +43:47:02.93 08:42:39.036 +43:47:02.73 -999 -999 -999 -999 0.3 55932.1 0.3 0.3155 0.4192 0.131 0.0715 22.2593 0.1094 9.079 0.466 0.013 1.0 1.0 1.0 1.0
psc350080 08:42:32.374 +43:59:56.00 08:42:32.383 +43:59:56.78 0.28536 0.731 10.27 MMT 0.3 55949.1 0.5 -0.3518 0.4207 -0.0752 0.0316 21.2499 0.0366 11.229 0.122 0.012 1.0 1.0 1.0 1.0
psc350083 08:40:33.122 +44:22:25.94 08:40:33.128 +44:22:27.18 0.36752 2.586 5.48 MMT 0.384 55945.7 0.5 0.8511 0.3618 -0.0358 0.0304 21.7836 0.0382 9.755 0.236 0.023 1.0 1.0 1.0 1.0
psc350192 09:54:51.792 +01:57:41.99 09:54:51.786 +01:57:42.18 -999 -999 -999 -999 0.31 55952.5 0.3 0.1148 0.2208 -0.0421 0.0258 21.4691 0.0329 8.518 57.706 0.013 1.0 1.0 1.0 1.0
psc350233 09:57:51.917 +03:28:56.48 09:57:51.883 +03:28:56.37 0.16916 1.426 6.58 AAT/AAOmega 0.168 55957.8 0.1 -0.4513 0.1315 -0.0036 0.0265 20.3418 0.0352 9.181 0.082 0.003 1.0 1.0 1.0 1.0
psc350235 12:17:24.048 +48:20:46.47 12:17:24.105 +48:20:50.30 0.26400 3.756 7.51 MMT 0.263 55932.4 0.6 0.0834 0.3118 0.0185 0.0459 21.3038 0.078 10.127 0.286 0.011 1.0 1.0 1.0 1.0
psc350316 08:45:52.568 +43:49:07.83 08:45:52.694 +43:49:06.10 0.07919 2.752 14.04 MMT 0.079 55965.1 0.1 -0.385 0.0654 -0.06 0.0266 18.2607 0.0355 8.624 0.329 -0.016 1.0 1.0 1.0 1.0
psc350374 08:45:20.727 +44:14:20.57 08:45:20.719 +44:14:20.79 -999 -999 -999 -999 0.51 55955.3 0.9 -0.7449 0.774 -0.0511 0.0585 22.7457 0.0593 11.021 0.058 0.055 1.0 1.0 1.0 1.0
psc350548 08:35:23.466 +44:54:49.10 08:35:23.265 +44:54:49.49 -999 -999 -999 -999 0.18 55964.3 0.1 0.8848 0.1654 -0.0209 0.0279 20.1644 0.0381 10.636 0.028 0.004 1.0 1.0 1.0 1.0
psc350630 10:49:37.033 +58:57:12.03 10:49:37.204 +58:57:10.82 0.30514 1.255 23.87 MMT 0.3 55963.2 0.1 0.7115 0.2077 -0.0203 0.0277 21.457 0.0364 11.149 0.052 0.013 1.0 1.0 1.0 1.0
psc360112 08:42:41.404 +43:35:47.86 08:42:41.425 +43:35:49.49 0.18721 2.416 7.17 MMT 0.18 55985.2 0.1 1.1893 0.1423 -0.0678 0.0276 20.051 0.0325 9.381 0.218 0.005 1.0 1.0 1.0 1.0
psc360139 12:22:57.270 +47:34:03.02 12:22:57.407 +47:34:02.56 -999 -999 -999 -999 0.41 55972.0 0.2 0.6169 0.2739 -0.022 0.0324 22.0572 0.0368 10.749 0.815 0.026 1.0 1.0 1.0 1.0
psc360140 12:22:28.331 +47:42:58.22 12:22:28.153 +47:43:00.73 -999 -999 -999 -999 0.23 55975.1 0.2 0.0232 0.2266 -0.0386 0.0276 20.9439 0.0327 8.164 0.75 0.009 1.0 1.0 1.0 1.0
psc360145 10:54:40.471 +59:01:08.36 10:54:40.457 +59:01:08.12 0.19882 0.441 11.94 MMT 0.198 55978.7 0.2 0.3592 0.1749 0.0182 0.0268 20.6765 0.0315 9.911 0.178 0.007 1.0 1.0 1.0 1.0
psc360156 10:03:13.742 +01:53:43.04 10:03:13.518 +01:53:43.21 0.04671 2.443 13.98 MMT 0.046 55988.7 0.2 -0.8645 0.1472 -0.0191 0.0345 17.357 0.0412 10.3 0.05 -0.027 1.0 1.0 1.0 1.0
psc370098 10:00:01.525 +02:25:51.98 10:00:01.477 +02:25:51.69 -999 1.016 3.67 zCOSMOS 0.221 56000.3 0.2 0.569 0.1452 -0.0266 0.027 20.6173 0.0316 10.491 0.09 0.009 1.0 1.0 1.0 1.0
psc370308 08:45:16.057 +43:23:08.38 08:45:16.265 +43:23:10.83 0.20017 4.176 15.54 MMT 0.2 56006.6 0.5 0.7499 0.7633 -0.1294 0.029 20.0704 0.0347 11.239 0.022 0.007 1.0 1.0 1.0 1.0
psc370329 10:05:14.133 +01:42:02.41 10:05:14.053 +01:42:02.46 0.47736 2.973 12.45 MMT 0.477 56006.2 0.8 0.3142 0.6066 -0.1812 0.0438 22.5317 0.055 9.642 0.074 0.049 1.0 1.0 1.0 1.0
psc370344 10:00:41.700 +01:49:53.90 10:00:41.636 +01:49:54.15 -999 -999 -999 -999 0.331 56008.7 0.4 0.3292 0.2879 -0.0135 0.0301 21.7488 0.0385 9.384 0.45 0.017 1.0 1.0 1.0 1.0
psc370356 12:13:37.309 +46:29:00.47 12:13:37.024 +46:29:05.75 -999 -999 -999 -999 0.025 56015.9 0.1 -0.3051 0.1119 -0.0723 0.0331 15.8604 0.0448 -999.0 -999.0 -0.034 1.0 1.0 1.0 1.0
psc370367 09:56:53.188 +01:58:40.47 09:56:53.395 +01:58:45.22 -999 -999 -999 -999 0.47 56011.1 0.8 2.8239 0.5988 -0.0093 0.0384 22.4983 0.0432 9.305 0.508 0.047 1.0 1.0 1.0 1.0
psc370369 10:06:15.919 +02:24:24.74 10:06:15.701 +02:24:24.86 -999 -999 -999 -999 0.18 56010.7 0.2 -0.8697 0.2656 -0.1976 0.0429 19.6919 0.0608 11.443 0.148 0.006 1.0 1.0 1.0 1.0
psc370394 08:49:31.040 +45:00:07.81 08:49:31.042 +45:00:08.49 -999 -999 -999 -999 0.34 56004.9 0.6 -0.425 0.5277 -0.0823 0.0345 21.5648 0.0385 9.905 57.754 0.016 1.0 1.0 1.0 1.0
psc370428 12:17:29.959 +47:32:53.55 12:17:29.952 +47:32:53.75 0.17758 0.631 19.95 MMT 0.177 56007.4 0.2 0.4744 0.1303 -0.0802 0.0259 20.0375 0.0315 10.124 0.114 0.004 1.0 1.0 1.0 1.0
psc370498 12:25:03.918 +46:48:22.16 12:25:04.312 +46:48:20.83 -999 -999 -999 -999 0.26 56004.2 0.3 0.7678 0.1967 -0.0574 0.0247 21.0658 0.0312 11.631 0.136 0.011 1.0 1.0 1.0 1.0
psc370563 10:03:48.443 +02:38:45.64 10:03:48.501 +02:38:46.59 0.18546 1.453 17.91 MMT 0.184 56024.2 0.2 1.216 0.2217 -0.0219 0.0284 20.2812 0.036 10.859 0.076 0.005 1.0 1.0 1.0 1.0
psc370566 10:39:56.422 +58:24:53.69 10:39:56.366 +58:24:54.14 0.07134 0.908 19.79 MMT 0.071 56024.9 0.1 -0.1944 0.0813 0.0031 0.0321 18.215 0.0341 9.745 0.11 -0.018 1.0 1.0 1.0 1.0
psc370589 09:56:25.970 +03:27:17.10 09:56:26.021 +03:27:17.67 -999 -999 -999 -999 0.305 55997.9 0.7 1.1688 0.6087 0.0599 0.1009 21.0677 0.164 9.988 0.249 0.013 1.0 1.0 1.0 1.0
psc370595 10:01:59.435 +01:19:30.53 10:01:59.575 +01:19:25.43 0.17582 4.443 7.39 AAT/AAOmega 0.18 56025.7 0.1 -0.0099 0.1401 -0.0557 0.0257 20.2062 0.0331 10.324 0.078 0.004 1.0 1.0 1.0 1.0
psc380279 09:59:18.488 +02:56:05.57 09:59:18.500 +02:56:04.89 0.34902 0.490 6.69 MMT 0.18 56033.3 0.5 -1.7628 0.6015 -0.0426 0.0394 22.0343 0.0476 10.971 0.048 0.02 1.0 1.0 1.0 1.0
psc380318 10:01:39.165 +03:14:59.43 10:01:39.085 +03:15:00.02 0.33781 1.726 11.6 MMT 0.336 56026.0 0.6 -0.2389 0.6193 -0.0344 0.0521 21.7857 0.0713 11.443 0.049 0.018 1.0 1.0 1.0 1.0
psc380378 14:14:05.876 +53:27:53.31 14:14:05.985 +53:27:53.95 0.27117 1.565 12.97 MMT 0.27 56052.7 0.1 0.5166 0.1679 -0.1264 0.0246 20.9041 0.0329 10.364 0.318 0.011 1.0 1.0 1.0 1.0
psc390259 16:09:34.951 +53:52:02.00 16:09:34.953 +53:52:06.40 0.12211 3.213 12.29 MMT 0.12 56052.0 0.8 -0.3066 0.1337 0.0374 0.03 19.5469 0.062 8.793 0.668 -0.003 1.0 1.0 1.0 1.0
psc390264 16:13:29.519 +53:59:27.30 16:13:29.778 +53:59:30.34 0.36940 11.955 5.16 MMT 0.37 56055.5 0.6 0.0719 0.3178 0.2193 0.0337 21.7879 0.051 9.489 0.434 0.012 1.0 1.0 1.0 1.0
psc390449 16:11:48.180 +54:27:20.89 16:11:47.471 +54:27:21.12 -999 -999 -999 -999 0.25 56069.9 0.2 -0.113 0.2072 -0.0181 0.0255 21.0945 0.0338 8.317 0.804 0.01 1.0 1.0 1.0 1.0
psc390471 14:18:04.759 +53:00:50.31 14:18:04.611 +53:00:50.27 0.29284 1.726 4.83 MMT 0.292 56069.1 0.4 1.0946 0.3136 -0.1382 0.0265 21.3187 0.0327 10.592 0.257 0.023 1.0 1.0 1.0 1.0
psc390627 14:10:30.559 +53:53:59.84 14:10:30.558 +53:53:56.14 0.16062 1.942 15.65 MMT 0.16 56077.9 0.2 -1.7049 0.2472 -0.1864 0.0424 19.9491 0.0615 11.254 0.02 0.002 1.0 1.0 1.0 1.0
psc420100 22:12:25.276 +00:51:05.09 22:12:25.267 +00:51:05.10 -999 0.759 -99.0 SDSS 0.0976 56128.9 0.3 -1.9627 0.4131 -0.1389 0.0893 18.7542 0.1509 10.841 0.182 -0.01 1.0 1.0 1.0 1.0
psc420159 22:14:44.276 +01:13:04.19 22:14:44.208 +01:13:01.77 0.18107 1.178 11.73 MMT 0.1823 56154.1 0.2 0.335 0.1843 -0.0496 0.026 20.0469 0.0348 11.338 0.081 0.004 1.0 1.0 1.0 1.0
psc420196 23:27:02.697 -01:01:42.19 23:27:02.691 -01:01:42.23 -999 -999 -999 -999 0.3 56165.8 0.6 0.8108 0.3552 0.0345 0.0363 21.9544 0.0527 9.027 0.333 0.012 1.0 1.0 1.0 1.0
psc420258 23:29:42.661 +00:42:19.30 23:29:42.484 +00:42:19.82 0.27423 2.217 16.77 MMT 0.276 56167.8 0.3 0.9321 0.3155 0.2571 0.041 21.9668 0.0556 11.463 0.013 0.011 1.0 1.0 1.0 1.0
psc420352 02:20:43.719 -03:57:44.89 02:20:43.751 -03:57:44.62 0.40263 1.581 7.79 MMT 0.4 56165.0 0.6 0.5632 0.3796 -0.1109 0.0285 21.8308 0.0425 9.185 0.617 0.028 1.0 1.0 1.0 1.0
psc420407 22:15:47.759 -00:18:55.86 22:15:47.865 -00:18:54.90 0.24545 3.504 10.66 MMT 0.25 56174.4 0.3 -0.3011 0.2526 -0.0256 0.0391 21.1858 0.0628 10.504 0.25 0.01 1.0 1.0 1.0 1.0
psc420414 22:17:06.281 +00:01:43.32 22:17:06.318 +00:01:43.09 -999 -999 -999 -999 0.294 56176.9 0.4 -0.9811 0.3148 -0.0282 0.0459 21.4789 0.0581 11.004 0.094 0.012 1.0 1.0 1.0 1.0
psc420417 22:13:58.853 -00:11:29.80 22:13:58.843 -00:11:30.05 0.36140 0.857 6.09 MMT 0.38 56171.5 0.8 -0.1742 0.6857 -0.0287 0.0586 21.7591 0.0783 10.934 0.068 0.022 1.0 1.0 1.0 1.0
psc430003 22:13:31.299 -00:27:10.29 22:13:31.337 -00:27:11.79 -999 -999 -999 -999 0.33 56177.1 0.5 1.4854 0.3955 0.1131 0.0477 21.8383 0.0701 8.805 0.566 0.016 1.0 1.0 1.0 1.0
psc430004 23:24:27.125 -00:45:15.28 23:24:27.003 -00:45:17.67 -999 -999 -999 -999 0.233 56187.2 0.5 1.3432 0.4095 0.0463 0.0459 20.8727 0.0783 10.51 0.12 0.009 1.0 1.0 1.0 1.0
psc440005 03:31:57.421 -28:53:00.81 03:31:57.376 -28:53:02.21 -999 -999 -999 -999 0.306 56219.4 0.4 0.1874 0.4354 0.1402 0.0386 22.0104 0.0519 11.388 0.091 0.013 1.0 1.0 1.0 1.0
psc440008 03:30:41.634 -28:51:47.56 03:30:41.586 -28:51:48.40 -999 -999 -999 -999 0.148 56216.4 0.1 -0.3128 0.1755 0.0096 0.0257 20.0024 0.0312 10.064 0.692 -0.0 1.0 1.0 1.0 1.0
psc440042 02:23:36.512 -03:17:38.27 02:23:36.535 -03:17:37.76 -999 -999 -999 -999 0.16 56214.0 0.1 -1.4928 0.2108 0.0058 0.0268 20.4375 0.0341 8.487 57.379 0.002 1.0 1.0 1.0 1.0
psc440050 22:15:28.070 +01:32:58.15 22:15:28.059 +01:32:57.68 -999 -999 -999 -999 0.287 56217.1 0.6 -0.2304 0.695 -0.0383 0.0387 21.3491 0.0492 11.03 0.089 0.012 1.0 1.0 1.0 1.0
psc440162 23:33:03.849 -00:54:45.60 23:33:03.851 -00:54:46.32 0.41999 0.550 10.2 MMT 0.421 56215.9 0.5 0.891 0.5954 -0.086 0.0374 22.078 0.0468 11.611 0.018 0.032 1.0 1.0 1.0 1.0
psc440236 02:28:24.444 -04:25:28.58 02:28:24.781 -04:25:30.54 0.43580 6.357 13.21 MMT 0.43 56208.3 0.7 -0.7108 0.5088 -0.0763 0.0375 22.2605 0.0436 11.413 0.138 0.037 1.0 1.0 1.0 1.0
psc440285 02:27:13.021 -04:07:43.66 02:27:13.186 -04:07:42.65 0.17708 2.959 13.31 MMT 0.18 56194.3 0.2 -1.4561 0.2126 -0.0133 0.0451 20.6221 0.0643 10.634 0.062 0.004 1.0 1.0 1.0 1.0
psc440509 02:19:23.912 -05:25:49.32 02:19:24.369 -05:25:52.36 -999 -999 -999 -999 0.32 56229.1 0.1 -0.495 0.4522 -0.0865 0.0559 21.4592 0.0774 11.822 0.065 0.015 1.0 1.0 1.0 1.0
psc440643 03:34:24.874 -26:46:26.08 03:34:24.737 -26:46:25.17 -999 -999 -999 -999 0.19 56236.9 0.2 0.7227 0.181 -0.0805 0.0285 20.193 0.0338 8.865 0.268 0.005 1.0 1.0 1.0 1.0
psc450082 23:33:25.442 +00:18:37.77 23:33:25.435 +00:18:37.72 -999 -999 -999 -999 0.25 56246.9 0.3 -0.0724 0.3167 -0.0609 0.0276 20.9998 0.0379 10.292 0.106 0.01 1.0 1.0 1.0 1.0
psc450175 03:33:08.746 -28:05:03.99 00:36:00.001 -99:00:00.00 -999 -999 -999 -999 0.5 56237.5 0.6 -0.8245 0.5395 -0.1421 0.0717 22.6905 0.0908 -999.0 -999.0 0.061 1.0 1.0 1.0 1.0
psc450339 02:25:08.965 -03:21:12.20 02:25:08.820 -03:21:06.85 0.40962 6.758 9.53 MMT 0.41 56251.4 0.5 0.8815 0.6318 -0.0229 0.0546 22.2267 0.1 10.546 0.123 0.03 1.0 1.0 1.0 1.0
psc460003 08:35:20.521 +43:51:19.64 08:35:20.941 +43:51:16.23 -999 -999 -999 -999 0.15 56278.6 0.1 -0.8079 0.1065 -0.0637 0.0267 19.8527 0.0338 10.78 0.066 0.0 1.0 1.0 1.0 1.0
psc460004 02:24:08.271 -03:27:51.06 02:24:08.601 -03:27:51.56 -999 -999 -999 -999 0.21 56259.4 0.2 2.0412 0.4269 -0.1815 0.0393 20.1664 0.0418 9.867 0.544 0.008 1.0 1.0 1.0 1.0
psc460037 03:38:54.472 -27:32:27.94 03:38:54.480 -27:32:28.01 0.30302 0.461 6.03 AAT/AAOmega 0.303 56279.1 0.7 0.874 0.6657 -0.0442 0.0522 21.3905 0.074 9.655 0.234 0.013 1.0 1.0 1.0 1.0
psc460064 03:35:05.811 -26:45:53.77 03:35:05.810 -26:45:53.60 0.24245 1.008 7.67 AAT/AAOmega 0.242 56272.3 0.4 0.8433 0.2682 -0.0624 0.0273 20.5918 0.0309 9.381 0.313 0.01 1.0 1.0 1.0 1.0
psc460105 08:37:28.775 +44:02:42.98 08:37:28.825 +44:02:47.68 0.21056 3.765 19.65 MMT 0.21 56289.3 0.3 -1.6922 0.1836 -0.0886 0.0354 20.7188 0.0445 11.601 0.032 0.008 1.0 1.0 1.0 1.0
psc470008 03:32:19.861 -29:00:49.63 03:32:19.706 -29:00:44.08 -999 4.989 -99.0 AAT/AAOmega 0.24 56298.7 0.3 0.8511 0.3375 -0.0253 0.0355 20.4355 0.0431 10.274 0.246 0.01 1.0 1.0 1.0 1.0
psc470015 03:36:35.652 -28:37:30.41 03:36:35.403 -28:37:30.36 -999 -999 -999 -999 0.338 56295.9 0.8 0.6378 0.7671 0.0737 0.0896 21.9372 0.1207 11.557 0.102 0.018 1.0 1.0 1.0 1.0
