ID zCMB mu e_mu RA DEC mB e_mB x1 e_x1 c e_c Sample GID
1999gp 0.02602 34.63992973549714 0.10303728855353353 37.8586065374271 39.40399199556225 "" "" "" "" "" "" Old 0
2016htm 0.04288 35.61310608271072 0.07806182268562538 38.01092 -26.665909999999997 16.85 0.04 -0.06 0.16 -0.08 0.027000000000000003 Foundation 0
1999dq 0.01349 32.74440281318758 0.09878696183444974 38.454074760688044 20.964824767352813 "" "" "" "" "" "" Old 0
ASASSN-15uw 0.030680000000000002 34.801812531373685 0.07806182268562538 38.89295 -6.06305 16.6 0.04 -0.68 0.13 0.085 0.03 Foundation 0
2005lu 0.03129 35.220993095214894 0.11854101873791467 39.01662750188713 -17.264457454520922 "" "" "" "" "" "" "CSP Old" 0
ASASSN-15tz 0.02402 34.233126328285195 0.1203895683230155 40.28692 43.68022 16.22 0.1 -1.53 0.14 0.111 0.040999999999999995 Foundation 0
1995ak 0.02198333333333333 33.93020605121277 0.13007510669115396 41.46265460071882 3.1987762718554893 "" "" "" "" "" "" Old 0
2017ns 0.028380000000000002 34.608995728507516 0.09692083450425927 42.29325 14.60075 16.82 0.07 -0.73 0.22 0.225 0.036000000000000004 Foundation 0
2003iv 0.03347666666666667 35.282618620395496 0.1326905001776397 42.554098492056774 12.872489710948427 "" "" "" "" "" "" Hicken 0
"PSN J02524671+4656470" 0.028030000000000003 34.679781671871424 0.22043967011634272 43.194625 46.94638888888888 15.93 0.21 -0.16 0.13 -0.08 0.083 Foundation 0
2016hgw 0.02315333333333333 34.32988221989213 0.12881633499289605 44.39175 5.97814 16.45 0.11 -2.53 0.21 0.111 0.045 Foundation 3965
2017lm 0.03017 34.85106707067088 0.08362803453987196 45.385040000000004 -15.015889999999999 16.14 0.05 1.03 0.27 -0.012 0.032 Foundation 0
2008fu 0.052000000000000005 36.01666248215634 0.04 45.61875 -23.544027777777767 "" "" "" "" "" "" CSP-DR3 0
2008R 0.0135 33.046662482156336 0.08 45.97375 -10.005722222222225 "" "" "" "" "" "" CSP-DR3 0
1992bc 0.019786666666666668 33.8309484665508 0.09821290322293856 46.364682727262746 -39.571822588914365 "" "" "" "" "" "" Old 0
2005eq 0.02835 34.695458682153685 0.1145982706699206 47.20574610594264 -7.030831377932639 "" "" "" "" "" "" "CSP Old" 0
2005eq 0.02838 34.82506725136124 0.1049725444010678 47.21937363194126 -6.998286157146867 "" "" "" "" "" "" Hicken 0
2008l 0.017683333333333332 33.42870869301132 0.22565404008168954 49.29458382647722 41.42854228360277 "" "" "" "" "" "" Hicken 0
2006gj 0.02768 34.70108777799867 0.1497653107779747 49.42814975242327 -1.6699788549809949 "" "" "" "" "" "" Hicken 0
2005mz 0.017683333333333332 33.3349285916483 0.14819305787226136 49.94857162772264 41.46622601456967 "" "" "" "" "" "" Hicken 0
2002fk 0.006993333333333333 31.658148588149658 0.10725818984563068 50.48631211995036 -15.417319092012091 "" "" "" "" "" "" Hicken 0
1981d 0.004423333333333333 30.14691888842605 0.454588616571628 50.65852320804522 -37.2273539348465 "" "" "" "" "" "" Old 0
1980n 0.004423333333333333 30.651668842475033 0.3393930951169856 50.65852320804522 -37.2273539348465 "" "" "" "" "" "" Old 0
2006h 0.017683333333333332 33.2962523438633 0.14752497193733075 51.44466863718886 40.70202395387507 "" "" "" "" "" "" Hicken 0
2007jg 0.0371 35.47666248215634 0.04 52.46175 0.056833333333333326 "" "" "" "" "" "" CSP-DR3 0
2005ke 0.00504 30.96283726668273 0.29129507932535176 53.81277961845538 -24.949609444558398 "" "" "" "" "" "" Hicken 0
2007jh 0.0408 35.51666248215634 0.07 54.00641666666667 1.1033888888888892 "" "" "" "" "" "" CSP-DR3 0
1992a 0.004423333333333333 30.58303871994124 0.3453105972319433 54.0647701672364 -34.96011223694069 "" "" "" "" "" "" Old 0
1990y 0.03874 35.225049304529115 0.25528308889372536 54.2886450146226 -33.01936677281601 "" "" "" "" "" "" Old 0
2006kf 0.02078333333333333 33.9949786722194 0.13694591685114452 55.447122013753045 8.196881853905548 "" "" "" "" "" "" Hicken 0
1992bk 0.05786 36.17157384006338 0.22193278532427715 55.801190840073254 -53.61701201158226 "" "" "" "" "" "" Old 0
PS15cze 0.040780000000000004 35.671068590821555 0.13745416749230274 56.84763 0.8771700000000001 17.58 0.12 -1.62 0.23 0.08 0.042 Foundation 0
2009D 0.025 34.376662482156355 0.05 58.595125 -18.818277777777773 "" "" "" "" "" "" CSP-DR3 0
ASASSN-15pn 0.03955 35.60543971386402 0.08996470508483878 60.859669999999994 -5.4920300000000015 16.88 0.06 0.55 0.13 -0.039 0.032 Foundation 0
ASASSN-15bc 0.03795 35.30386788559206 0.07806182268562538 61.56100000000001 -8.88563 16.84 0.04 0.59 0.15 0.053 0.027999999999999997 Foundation 0
2016K 0.030613333333333333 34.76672263385906 0.07806182268562538 65.45125 -15.75559 16.41 0.04 -1.76 0.14 -0.018000000000000002 0.033 Foundation 3920
1995bd 0.01439 33.10015947563149 0.19167710403021904 71.29985419939246 11.05301564529752 "" "" "" "" "" "" Old 0
2001ep 0.01289 32.93181111653933 0.20262573028145486 74.29365822928733 -4.734638062789173 "" "" "" "" "" "" Hicken 0
2009F 0.013 32.97666248215633 0.08 74.84816666666667 -10.869416666666664 "" "" "" "" "" "" CSP-DR3 0
1992bh 0.045066666666666665 35.913642090621344 0.1457057844216149 74.9298283231923 -58.79423103225234 "" "" "" "" "" "" Old 0
2006le 0.017286666666666662 33.66879417793601 0.11985790113445845 75.23040696163145 62.245712129564865 "" "" "" "" "" "" Hicken 0
2006hb 0.015386666666666668 33.08290265042943 0.11865395661283233 75.4742159235832 -21.10555398132475 "" "" "" "" "" "" Hicken 0
2009ad 0.0284 34.616662482156336 0.04 75.88908333333333 6.659916666666668 "" "" "" "" "" "" CSP-DR3 0
2005el 0.01488 33.20102037871412 0.1202670362700611 77.95062893648917 5.197141831957081 "" "" "" "" "" "" "CSP Old" 0
2005el 0.01479 33.28049101006416 0.11121006600613068 77.95183944700905 5.175767093555576 "" "" "" "" "" "" Hicken 0
PS15cwx 0.03096 34.718377531284034 0.1203895683230155 78.69917 7.05036 16.18 0.1 -1.42 0.08 -0.065 0.04 Foundation 0
2006is 0.031 34.686662482156336 0.06 79.39320833333333 -22.218277777777786 "" "" "" "" "" "" CSP-DR3 0
2004gc 0.0321 34.59775424841113 0.11762952367697185 80.45893097903513 6.6757457118531685 "" "" "" "" "" "" "CSP Old" 0
1999ek 0.017586666666666667 33.41568565741503 0.14638633750109606 84.16088679879478 16.6587088760288 "" "" "" "" "" "" Old 0
2016hpx 0.03246 34.906887731647466 0.07806182268562538 90.81942 -26.89858 16.19 0.04 0.66 0.12 -0.031 0.032 Foundation 0
2003kf 0.0076933333333333315 31.806750121761326 0.120952336126232 91.18355283308529 -12.655588321775953 "" "" "" "" "" "" Hicken 0
2006n 0.01429 33.21182790422486 0.11280376153331212 92.15394678970638 64.77099855849143 "" "" "" "" "" "" Hicken 0
ASASSN-15ss 0.03613 35.233569732236425 0.14626567663331688 93.13916 -14.25748 16.33 0.13 0.82 0.15 -0.08800000000000001 0.042 Foundation 4478
1996bv 0.016686666666666666 33.34890807604268 0.1388813369936602 94.07749024445472 57.09520305739817 "" "" "" "" "" "" Old 0
2002kf 0.019486666666666663 34.01181587154773 0.15574084904317428 99.2572854976351 49.825215598316966 "" "" "" "" "" "" Hicken 0
2008bq 0.034 35.02666248215636 0.05 100.26045833333332 -37.96138888888889 "" "" "" "" "" "" CSP-DR3 0
1997e 0.01329 33.1398999491499 0.11864851601690345 101.85702889428184 74.49677035759149 "" "" "" "" "" "" Old 0
2016asf 0.01892 33.78407342250592 0.10437264086436644 102.65292 31.1126 15.31 0.08 0.34 0.11 0.038 0.034 Foundation 0
1998ec 0.020106666666666655 34.10985908821021 0.18027441579681466 103.26137093099518 50.031436497636356 "" "" "" "" "" "" Old 0
2008c 0.017 33.35079402899491 0.14647244590571434 104.29804 20.43714 15.573 0.058 -0.28300000000000003 0.133 0.109 0.037000000000000005 LOSS 0
2008C 0.0166 33.566662482156346 0.07 104.29804166666666 20.437138888888885 "" "" "" "" "" "" CSP-DR3 0
2008O 0.0389 35.54666248215634 0.04 104.39358333333334 -44.18769444444445 "" "" "" "" "" "" CSP-DR3 0
2005na 0.02678 34.391459746248984 0.11696522904620404 105.39795672049378 14.129171098750735 "" "" "" "" "" "" Hicken 0
2005na 0.026810000000000004 34.49994741697832 0.12144005699078105 105.40725448849858 14.133557487762186 "" "" "" "" "" "" "CSP Old" 0
2000b 0.01992333333333333 33.661566637356216 0.23126442590699176 106.41231629500452 50.63601754827286 "" "" "" "" "" "" Old 0
2009ag 0.0086 32.386662482156346 0.1 107.92004166666666 -25.314916666666665 "" "" "" "" "" "" CSP-DR3 0
2007au 0.021 33.960609813526396 0.13873059291159398 107.94212 49.85372 16.593 0.034 -2.204 0.163 0.16 0.033 LOSS 0
2016ys 0.02918 34.79244489418136 0.08362803453987196 108.05958000000001 7.2397800000000005 16.76 0.05 1.01 0.15 0.221 0.032 Foundation 0
2000fa 0.02178333333333333 34.02069716167675 0.12919749500889513 108.9099623557114 23.407777388082472 "" "" "" "" "" "" Old 0
2008fp 0.0057 31.00666248215634 0.14 109.13583333333334 -28.6745 "" "" "" "" "" "" CSP-DR3 0
2015I 0.00875 32.08082491677609 0.08362803453987196 109.44041666666666 23.34461111111111 13.67 0.05 -0.2 0.19 0.035 0.032 Foundation 0
2003ch 0.02958 35.01126239960269 0.1373912109483029 109.52032216474414 9.728943765319098 "" "" "" "" "" "" Hicken 0
1997do 0.01049 32.61938237819066 0.12283995372600208 111.72088800664416 47.101175917488796 "" "" "" "" "" "" Old 0
1992bg 0.035673333333333335 35.153807954755095 0.1626480172583447 115.56810544456724 -62.49045124010582 "" "" "" "" "" "" Old 0
2007r 0.02958 34.905240294565864 0.14381212865698406 116.7291941557488 44.756004137777545 "" "" "" "" "" "" Hicken 0
2017ckx 0.02835 34.770549406547936 0.08362803453987196 117.04587 28.230290000000004 16.02 0.05 1.74 0.36 0.006999999999999999 0.035 Foundation 0
2006qo 0.02998 34.724879542060236 0.12052781024443253 120.0667985054605 56.35329508176796 "" "" "" "" "" "" Hicken 0
2000ce 0.01648666666666667 33.41388323157217 0.19879994448757946 121.27993483965695 66.78424728784032 "" "" "" "" "" "" Old 0
ASASSN-15py 0.04562 35.528286501324175 0.11222142469690008 121.33125 22.96378 17.32 0.09 -0.0 0.26 0.114 0.043 Foundation 0
2006te 0.03207666666666667 35.01816418502205 0.1238195790828886 122.96725951892252 41.54111193505048 "" "" "" "" "" "" Hicken 0
2002he 0.02478333333333333 34.28213386235121 0.15171595679570798 125.05394772646959 62.825403574919406 "" "" "" "" "" "" Hicken 0
2007ax 0.007893333333333334 32.29620832439041 0.11992501323830675 125.69222982282831 22.57524910081736 "" "" "" "" "" "" Hicken 0
2005mc 0.0252 34.506662482156344 0.09 126.7765 21.646 "" "" "" "" "" "" CSP-DR3 0
ASASSN-15uv 0.02161 34.09966242122248 0.07806182268562538 126.78388000000001 27.811590000000002 16.33 0.04 0.17 0.08 0.273 0.028999999999999998 Foundation 0
1999aa 0.015286666666666669 33.462472037515425 0.09301272399673784 126.90418905106371 21.503230103045784 "" "" "" "" "" "" Old 0
2007bd 0.03197666666666667 34.74475305122774 0.13725874413993222 127.87912281938877 -1.2331478751862943 "" "" "" "" "" "" Hicken 0
2017cgr 0.03107 34.84780890717294 0.08996470508483878 128.23873 -3.8582199999999998 16.34 0.06 -0.06 0.18 0.008 0.034 Foundation 0
2006bb 0.02522333333333333 34.589700724673364 0.17892506087634122 128.37954 41.51781 16.237000000000002 0.118 -2.059 0.301 -0.114 0.07400000000000001 LOSS 1758
2007h 0.044 35.55418006541112 0.17502621920615896 128.75825 -8.33758 18.037 0.112 0.3720000000000001 0.331 0.205 0.059 LOSS 0
2008bi 0.0134 33.33666248215634 0.08 128.97245833333332 0.7064166666666666 "" "" "" "" "" "" CSP-DR3 0
2004gs 0.02828 34.76378306740901 0.11468668647460052 129.59442910935928 17.629345148119434 "" "" "" "" "" "" "CSP Old" 0
1999gd 0.01925 33.640144772102595 0.18765810946436806 129.61819338010392 25.79370753979112 "" "" "" "" "" "" Old 0
2017cfd 0.012086666666666673 32.86345337369375 0.07806182268562538 130.20479 73.48754 14.55 0.04 -0.43 0.09 0.057999999999999996 0.03 Foundation 1243
2005ms 0.02588 34.64837158974293 0.10825447403114563 132.33219645443103 36.12411377957515 "" "" "" "" "" "" Hicken 0
2008ia 0.0219 34.136662482156346 0.05 132.64645833333333 -60.72205555555556 "" "" "" "" "" "" CSP-DR3 0
2002hd 0.035973333333333336 34.82506725136124 0.1605185544428884 133.48723463028594 -7.239321920382133 "" "" "" "" "" "" Hicken 0
1999x 0.02573333333333333 34.56456275588049 0.1544417624756767 133.64692978625743 36.500883343350985 "" "" "" "" "" "" Old 0
"PSN J08593491+4555343" 0.029269999999999997 34.76497729658668 0.07806182268562538 134.89545833333332 45.92619444444443 16.51 0.04 -0.76 0.1 0.063 0.027999999999999997 Foundation 0
2016iyv 0.03182 34.771469349825075 0.08362803453987196 135.05499 -13.634329999999999 15.9 0.05 1.45 0.17 -0.048 0.031 Foundation 0
2008hv 0.0126 33.166662482156354 0.07 136.89191666666667 3.39225 "" "" "" "" "" "" CSP-DR3 0
2001g 0.017286666666666662 33.51817618791948 0.11729560106805274 137.3803609965482 50.29508763685391 "" "" "" "" "" "" Hicken 0
2009cz 0.022726666666666662 34.186662482156336 0.05 138.75008333333332 29.73530555555556 "" "" "" "" "" "" CSP-DR3 1900
2006lu 0.0534 36.166662482156354 0.04 138.82345833333332 -24.399916666666666 "" "" "" "" "" "" CSP-DR3 0
2005am 0.0079 31.736662482156344 0.1 139.05195833333335 -15.695555555555556 "" "" "" "" "" "" CSP-DR3 0
1999by 0.0027966666666666665 30.05996557329628 0.10561636233055732 140.4400568030214 51.015986696877405 "" "" "" "" "" "" Old 0
2007as 0.0176 33.72666248215633 0.06 141.90004166666668 -79.82244444444444 "" "" "" "" "" "" CSP-DR3 0
1996z 0.008593333333333333 31.83491487988925 0.1800232710638479 144.21308916854392 -21.113193783785686 "" "" "" "" "" "" Old 0
2005m 0.023 34.283150756970876 0.136129267277843 144.38483 23.20075 15.908 0.021 1.225 0.052000000000000005 -0.009000000000000001 0.023 LOSS 0
2005M 0.02297 34.392241289673876 0.11424080172111999 144.39106248132958 23.199007985780693 "" "" "" "" "" "" "CSP Old" 0
2001fe 0.01429 33.1398999491499 0.11967134805153193 144.51030743002104 25.49920651959096 "" "" "" "" "" "" Hicken 0
2008bc 0.0151 33.436662482156336 0.06 144.630125 -62.02622222222222 "" "" "" "" "" "" CSP-DR3 0
2003d 0.023 34.20582325548904 0.15351279233211287 144.72299999999996 -4.85142 16.542 0.07400000000000001 -1.736 0.173 0.092 0.043 LOSS 0
1995d 0.0076933333333333315 31.78967423500227 0.10762122029620057 145.2533005471759 5.179995244059545 "" "" "" "" "" "" Old 0
PS17tn 0.04607 35.63546379589078 0.07806182268562538 145.80508 41.31628 17.31 0.04 -0.71 0.11 0.040999999999999995 0.027999999999999997 Foundation 0
2008z 0.022 34.321858369564765 0.13802600265747905 145.81354 36.28442 16.41 0.031 0.63 0.157 0.102 0.029 LOSS 0
1999gh 0.008790000000000001 31.81241237375588 0.14514181903884715 146.02174412428982 -21.26804405688915 "" "" "" "" "" "" Old 0
2017yk 0.04689 35.87006193366992 0.08362803453987196 146.13396 -12.30653 17.98 0.05 -0.69 0.24 0.192 0.033 Foundation 0
2003w 0.021083333333333332 33.90122641932676 0.10877171465813736 146.67896831736627 16.019989638212515 "" "" "" "" "" "" Hicken 0
1995al 0.005893333333333336 31.70023658830697 0.10817664197315914 147.69263532378716 33.537721055099645 "" "" "" "" "" "" Old 0
ASASSN-15hg 0.03134 34.94191330035304 0.08362803453987196 148.45258 9.19382 16.59 0.05 -1.23 0.13 0.008 0.032 Foundation 0
2007al 0.01329 33.37384657007713 0.12948936762181962 149.8807873071807 -19.483606802456034 "" "" "" "" "" "" Hicken 0
1993ag 0.04996666666666666 36.11657094882067 0.14634033400256075 150.84098732526297 -35.46519956634864 "" "" "" "" "" "" Old 0
1992j 0.045693333333333336 35.450584553760045 0.2703311987143595 152.26699776792273 -26.71014629771347 "" "" "" "" "" "" Old 0
2007ux 0.03040666666666666 35.164475987860165 0.17186965238110655 152.33325 14.99244 17.067 0.107 -1.359 0.284 -0.018000000000000002 0.053 LOSS 2332
2007ux 0.03040666666666666 35.046662482156336 0.04 152.33325 14.992444444444445 "" "" "" "" "" "" CSP-DR3 2332
2017cjv 0.06104 36.354372564355614 0.07806182268562538 152.69017 -3.77775 17.69 0.04 -1.28 0.27 -0.102 0.033 Foundation 0
2002bf 0.02488333333333333 34.48868512672713 0.13712537741693406 153.92777016188646 55.638313057527895 "" "" "" "" "" "" Old 0
2001ie 0.03117666666666666 34.80900319595839 0.157205307655523 154.217467610942 60.252812142564366 "" "" "" "" "" "" Hicken 0
1997bq 0.009493333333333331 32.52303385320977 0.12773367114801526 154.29785935519018 73.36971360106423 "" "" "" "" "" "" Old 0
2016H 0.04748 35.86636528672626 0.07806182268562538 154.81916999999999 4.76167 17.42 0.04 -0.63 0.11 0.003 0.027999999999999997 Foundation 0
2016afk 0.04726 35.84425084921003 0.08362803453987196 155.62458 15.096589999999999 17.5 0.05 -0.09 0.19 0.063 0.032 Foundation 0
2017ms 0.025960000000000004 34.507483986335224 0.07806182268562538 156.67654 36.68073 15.52 0.04 0.47 0.18 -0.133 0.028999999999999998 Foundation 0
2004l 0.033376666666666666 35.081614270068954 0.14618696082556726 156.77706557163333 16.014133276878646 "" "" "" "" "" "" Hicken 0
2008fw 0.0085 32.376662482156355 0.1 157.23320833333332 -43.334555555555546 "" "" "" "" "" "" CSP-DR3 0
1991s 0.055626666666666665 36.24329871524168 0.14955820239278833 157.34550311397348 21.98538807970316 "" "" "" "" "" "" Old 0
2006ar 0.022883333333333332 34.18383523697103 0.18277429047624835 159.29914254593515 65.01362151372642 "" "" "" "" "" "" Hicken 0
2001n 0.02208333333333333 34.134906684559965 0.1523329617042237 160.0084801005921 24.070965835195764 "" "" "" "" "" "" Hicken 0
2005ki 0.02037 33.842254388781555 0.11684672284847633 160.11729904839368 9.204483161781159 "" "" "" "" "" "" "CSP Old" 0
2005ki 0.02078333333333333 33.8387468367279 0.11676575776675 160.13400137154778 9.215798110287835 "" "" "" "" "" "" Hicken 0
